idNum,time,channel,text,id,real_name,medium
869,2020-10-27T16:45:13Z,georg_spehr,Notizen am Rande - “Tatschiglove” …,NA,Georg Spehr,text
870,2020-10-27T16:45:13Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01D85A3ZHU-84035aa5c7/corona__notes_57_taschigloves_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01D85A3ZHU,Georg Spehr,image
871,2020-10-27T16:46:03Z,georg_spehr,Notizen am Rande - (kicher … tschuldigung),NA,Georg Spehr,text
872,2020-10-27T16:46:03Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01D85ER6KG-02345f4b3f/corona__notes_58_bvg_maske_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01D85ER6KG,Georg Spehr,image
873,2020-10-27T16:46:50Z,georg_spehr,Notizen am Rande  - Werbewirtschaft schießt sich auf nächsten Lockdown ein …,NA,Georg Spehr,text
874,2020-10-27T16:46:50Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DBQDP9T7-28bc333e7b/corona__notes_59_werbung_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DBQDP9T7,Georg Spehr,image
875,2020-10-27T17:01:34Z,georg_spehr,"Im April/Mai waren alle Bars und Kneipen geschlossen, jetzt gibt es die Sperrstunde. Auch das ist für Berlin (und mich als Berliner erst recht) neu und gewöhnungsbedürftig. Ich war letzten Samstag draußen in der Oranienstraße und Umgebung und habe das auf mich wirken lassen. So gegen 22.45 setzt ein geschäftiges Treiben ein: Es wird geputzt, aufgeräumt und überall stehen vereinzelt Leute in Gruppen herum. Das fühlt sich wie nach einem Konzert an, wo die Rowdies abbauen und die letzten Leute rumstehen und ihr Bier austrinken. Und plötzlich ist alles zu und die Strassen sind recht ruhig. Am Samstag! Sehr irritierend (Alle Fotos so zwischen 22:45 und 23:30)",NA,Georg Spehr,text
876,2020-10-27T17:01:34Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DEU9HY7L-2053712937/sperrstunde_01_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DEU9HY7L,Georg Spehr,image
877,2020-10-27T17:01:34Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DF4YNDPV-0febf6d99d/sperrstunde_10_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DF4YNDPV,Georg Spehr,image
878,2020-10-27T17:01:34Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DM3MU45A-c288083f84/sperrstunde_09_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DM3MU45A,Georg Spehr,image
879,2020-10-27T17:01:34Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01D06HSS5V-8bc868cec8/sperrstunde_08_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01D06HSS5V,Georg Spehr,image
880,2020-10-27T17:01:34Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DF4ZD76X-0541321e3d/sperrstunde_07_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DF4ZD76X,Georg Spehr,image
881,2020-10-27T17:01:34Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DEUAM8CS-4532562adc/sperrstunde_06_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DEUAM8CS,Georg Spehr,image
882,2020-10-27T17:01:34Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DM3P1NJ0-230eaf48ca/sperrstunde_05_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DM3P1NJ0,Georg Spehr,image
883,2020-10-27T17:01:34Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DF509BM1-3b882927bf/sperrstunde_04_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DF509BM1,Georg Spehr,image
884,2020-10-27T17:01:34Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01E4PQ6T5W-1b4a419299/sperrstunde_03_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01E4PQ6T5W,Georg Spehr,image
885,2020-10-27T17:01:34Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01D06KJ1MM-c7258bfb26/sperrstunde_02_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01D06KJ1MM,Georg Spehr,image
886,2020-10-27T17:11:06Z,georg_spehr,"“Die Ärzte” waren letzten Samstag zu Gast in den Tagesthemen, um auf die desolate Lage der Kulturschaffenden (dazu gehören auch die zuarbeitenden Gewerke im Hintergrund) aufmerksam zu machen und haben bei der Gelegenheit gleich mal musikalisch live die Sendung eröffnet. Hier die Ausschnitte und Zusammenfassung: <<p></p><a href=""https://www.tagesschau.de/inland/corona-aerzte-103.html>"">Link</a><p></p>",NA,Georg Spehr,text
887,2020-10-27T17:11:06Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01E4QTLMGQ-199b5f5c5c/bildschirmfoto_2020-10-27_um_18.09.54_1024.png?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01E4QTLMGQ,Georg Spehr,image
888,2020-10-27T17:55:52Z,ursula_rogg,"Menschen hinter Gittern, die Gyms sind die belebtesten Innenräume rund um den Platz",NA,Ursula Rogg,text
889,2020-10-27T17:55:52Z,ursula_rogg,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01D8BTLZ7G-69218e23c4/20201020_184548_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01D8BTLZ7G,Ursula Rogg,image
890,2020-10-27T17:55:52Z,ursula_rogg,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01E4UPU848-7feafc8c1f/20201001_191512_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01E4UPU848,Ursula Rogg,image
891,2020-10-27T17:57:33Z,ursula_rogg,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01E4UYV94G-850e47a9d1/20201020_184313_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01E4UYV94G,Ursula Rogg,image
892,2020-10-27T18:00:01Z,ursula_rogg,außen herum,NA,Ursula Rogg,text
893,2020-10-27T18:00:01Z,ursula_rogg,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01E4V8TH6U-f0286c92c7/20201020_184010_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01E4V8TH6U,Ursula Rogg,image
894,2020-10-27T18:00:01Z,ursula_rogg,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01E4V9BZS4-1e9f4ee559/20201021_125529_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01E4V9BZS4,Ursula Rogg,image
895,2020-10-27T18:00:01Z,ursula_rogg,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01D8CEGJRL-1e949bd30e/20201020_184420_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01D8CEGJRL,Ursula Rogg,image
896,2020-10-27T18:00:25Z,ursula_rogg,ab + zu jemand,NA,Ursula Rogg,text
897,2020-10-27T18:00:25Z,ursula_rogg,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01D0C76AKZ-8bd83fee20/20201021_152357_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01D0C76AKZ,Ursula Rogg,image
898,2020-10-28T12:37:46Z,max_joy,Corona-Bildersammlung von April bis Oktober 2020-Teil1,NA,MaxJoy sensoricArt,text
899,2020-10-28T12:37:46Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DH4Y5EN6-9086466aec/img_9019__fight_the_virus_of_control_karl-marx-platz__maske_als_unterhose_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DH4Y5EN6,MaxJoy sensoricArt,image
900,2020-10-28T12:37:46Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DE2BTV1B-9422cf9e75/img_9022__fight_the_virus_of_control_karl-marx-platz_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DE2BTV1B,MaxJoy sensoricArt,image
901,2020-10-28T12:37:46Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DE2C4PNH-9967bed906/img_9023__fight_the_virus_of_control_karl-marx-platz_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DE2C4PNH,MaxJoy sensoricArt,image
902,2020-10-28T12:37:46Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DH4YR4N6-1c7d3b716a/img_9026__fight_the_virus_of_control_karl-marx-platz_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DH4YR4N6,MaxJoy sensoricArt,image
903,2020-10-28T12:37:46Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01E70BKA4Q-d4c10ad3e4/img_9028__fight_the_virus_of_control_karl-marx-platz_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01E70BKA4Q,MaxJoy sensoricArt,image
904,2020-10-28T12:37:46Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DE2CQW3F-464476051f/img_1710__neuerdings_vermehrt_gummihandschuhe_im_stadtraum_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DE2CQW3F,MaxJoy sensoricArt,image
905,2020-10-28T12:37:46Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01D2CM8P47-f50f34a09f/img_1712__neuerdings_vermehrt_gummihandschuhe_im_stadtraum_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01D2CM8P47,MaxJoy sensoricArt,image
906,2020-10-28T12:37:46Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DE2DAH1B-c91b766263/img_1737__live-love-laugh_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DE2DAH1B,MaxJoy sensoricArt,image
907,2020-10-28T12:37:46Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01E70CJSGG-bdf82df361/img_9109__live-love-laugh_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01E70CJSGG,MaxJoy sensoricArt,image
908,2020-10-28T12:37:46Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DP9S5Q92-20c63d8211/img_9474__schlange_vor_bubbletea-laden_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DP9S5Q92,MaxJoy sensoricArt,image
909,2020-10-28T12:40:04Z,max_joy,Corona-Bildersammlung von April bis Oktober 2020-Teil2,NA,MaxJoy sensoricArt,text
910,2020-10-28T12:40:04Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01E70HCR16-a91484f7bc/img_9644__mode-schlange_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01E70HCR16,MaxJoy sensoricArt,image
911,2020-10-28T12:40:04Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DH550WV8-e7b7fddee9/img_9654__mode-schlange_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DH550WV8,MaxJoy sensoricArt,image
912,2020-10-28T12:40:04Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DP9X8ETW-3adaab0349/img_0241__warten_vor_2nd-handladen_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DP9X8ETW,MaxJoy sensoricArt,image
913,2020-10-28T12:40:04Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DVPP728Z-9d18dcd660/img_0350__selfie_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DVPP728Z,MaxJoy sensoricArt,image
914,2020-10-28T12:40:04Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DH55MQR0-875067a6a0/img_1178__obdachloser_wohnt_coronabedingt_vor_geschlossenen_burgerladen_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DH55MQR0,MaxJoy sensoricArt,image
915,2020-10-28T12:40:04Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DHB8S603-3c0f8f7010/img_1246__maskworld_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DHB8S603,MaxJoy sensoricArt,image
916,2020-10-28T12:40:04Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DHB93AE7-f56863df6b/img_1392__modular_distancing__anzeige-sz-mag_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DHB93AE7,MaxJoy sensoricArt,image
917,2020-10-28T12:40:04Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DVPQ2U5P-734b38c06a/img_1425__maskentra__gerin_mit_za__hnen_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DVPQ2U5P,MaxJoy sensoricArt,image
918,2020-10-28T12:40:04Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DHB9EPGB-bddf173fa0/img_1444__toiletten_zu_coronazeiten_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DHB9EPGB,MaxJoy sensoricArt,image
919,2020-10-28T12:40:04Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DHB9K44B-afad9bbde5/img_2272__jack_daniels_maskentra__ger_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DHB9K44B,MaxJoy sensoricArt,image
920,2020-10-28T12:50:36Z,max_joy,Corona-Bildersammlung von April bis Oktober 2020-Teil3,NA,MaxJoy sensoricArt,text
921,2020-10-28T12:50:36Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DVPU8E8Z-434c33c22d/img_2261__schild_maske_tragen_an_der_schule_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DVPU8E8Z,MaxJoy sensoricArt,image
922,2020-10-28T12:50:36Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DPA2Q0EQ-07df8739e0/img_2266__schild_maske_tragen_an_der_schule_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DPA2Q0EQ,MaxJoy sensoricArt,image
923,2020-10-28T12:50:36Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DHBDRYRZ-b77942f5c8/img_2292__corona_extra__bier_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DHBDRYRZ,MaxJoy sensoricArt,image
924,2020-10-28T12:50:36Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DAD88V7Y-d7977766ba/img_3148__desinfektionsspender_vor_dem_laden_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DAD88V7Y,MaxJoy sensoricArt,image
925,2020-10-28T12:50:36Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DVPV18F3-aebf86dbbf/img_3272__bild_bz-aufsteller_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DVPV18F3,MaxJoy sensoricArt,image
926,2020-10-28T12:50:36Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DE2R07HB-a605e70b62/img_3281__desifektionsspender_vorm_laden_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DE2R07HB,MaxJoy sensoricArt,image
927,2020-10-28T12:50:36Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DVPVBZU1-efabb283f1/img_3411__maske_auf-gasag_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DVPVBZU1,MaxJoy sensoricArt,image
928,2020-10-28T12:50:36Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DAD90SLE-1c3d9d4097/img_3109__distancing-strassen-markierung_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DAD90SLE,MaxJoy sensoricArt,image
929,2020-10-28T12:50:36Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DPA42M3N-2ce276697f/img_3110__masken-strassen-markierung_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DPA42M3N,MaxJoy sensoricArt,image
930,2020-10-28T12:53:16Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DHC6SQM9-65b9639299/img_3580__maskensymbol_auf_strasse_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DHC6SQM9,MaxJoy sensoricArt,image
931,2020-10-28T12:53:16Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01D2DS0CK1-2e68ea9a1e/img_3594__internationale_schrift_auf_strasse_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01D2DS0CK1,MaxJoy sensoricArt,image
932,2020-10-28T19:10:37Z,clb_ausstellung,"Hier ein Übersichtsplan von Kreuzberg bzw. weitläufig von dem Gebiet, welches wir untersuchen. Die Auflösung ist recht hoch. Das pdf lässt sich aber auch ohne weiteres in illustrator, photoshop etc zum Bearbeiten öffnen. Diese Art Karten werden vom Senat zur Verfügung gestellt und die Nutzung ist frei.",NA,Georg Spehr,text
933,2020-10-28T19:10:37Z,clb_ausstellung,"<a href=""https://files.slack.com/files-pri/T012DPKCBQV-F01DJCJJQE6/_ausschnitt_plan_kreuzberg.pdf?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"" target=""new"">PDF file</a>",F01DJCJJQE6,Georg Spehr,pdf
934,2020-10-29T13:46:08Z,max_joy,Corona-Bildersammlung von April bis Oktober 2020 - MASKENMÜLL - Teil1,NA,MaxJoy sensoricArt,text
935,2020-10-29T13:46:08Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DZ4TL0RX-87627fc94b/img_0555__maskenmu__ll_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DZ4TL0RX,MaxJoy sensoricArt,image
936,2020-10-29T13:46:08Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01D5PC0CAK-127d5074a7/img_0559__maskenmu__ll_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01D5PC0CAK,MaxJoy sensoricArt,image
937,2020-10-29T13:46:08Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DZ4U8CCR-9b4ac86f2c/img_0587__maskenmu__ll_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DZ4U8CCR,MaxJoy sensoricArt,image
938,2020-10-29T13:46:08Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DZ4UHXHP-faad2512f8/img_0593__maskenmu__ll_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DZ4UHXHP,MaxJoy sensoricArt,image
939,2020-10-29T13:46:08Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DZ4UT5U1-8aeb0e9971/img_0648__maskenmu__ll_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DZ4UT5U1,MaxJoy sensoricArt,image
940,2020-10-29T13:46:08Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DLFRDH50-59bc80fbc5/img_0660__maskenmu__ll_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DLFRDH50,MaxJoy sensoricArt,image
941,2020-10-29T13:46:08Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DLMUK3JP-29bb471a7c/img_0783__maskenmu__ll_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DLMUK3JP,MaxJoy sensoricArt,image
942,2020-10-29T13:46:08Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DLMUSA7M-b6b9c15316/img_0787__maskenmu__ll_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DLMUSA7M,MaxJoy sensoricArt,image
943,2020-10-29T13:46:08Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DSLJA892-bd3152ab99/img_0910__maskenmu__ll_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DSLJA892,MaxJoy sensoricArt,image
944,2020-10-29T13:46:08Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DZ4WAF33-21c80910f9/img_1096__maskenmu__ll_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DZ4WAF33,MaxJoy sensoricArt,image
945,2020-10-29T13:48:13Z,max_joy,Corona-Bildersammlung von April bis Oktober 2020 - MASKENMÜLL - Teil2,NA,MaxJoy sensoricArt,text
946,2020-10-29T13:48:13Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DZ4YG4JD-9764209ba6/img_1420__maskenmu__ll_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DZ4YG4JD,MaxJoy sensoricArt,image
947,2020-10-29T13:48:13Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DDPS8XJA-222447cd92/img_1505__maskenmu__ll_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DDPS8XJA,MaxJoy sensoricArt,image
948,2020-10-29T13:48:13Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DLFVEX0S-209e5bde42/img_2271__maskenmu__ll_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DLFVEX0S,MaxJoy sensoricArt,image
949,2020-10-29T13:48:13Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DLFVS398-59bc592ae2/img_2349__maskenmu__ll_mit_capri_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DLFVS398,MaxJoy sensoricArt,image
950,2020-10-29T13:48:13Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DZ4ZTKGR-403010472b/img_2350__maskenmu__ll_mit_capri_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DZ4ZTKGR,MaxJoy sensoricArt,image
951,2020-10-29T13:48:13Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01EAB9249E-5be40bf5ab/img_2488__maskenmu__ll_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01EAB9249E,MaxJoy sensoricArt,image
952,2020-10-29T13:48:13Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01DSLNNZD2-541a67a010/img_2715__maskenmu__ll_1024.jpg?t=xoxe-1081801419845-1508395165698-1521025402657-72f68489a6c4f79cc0eff661b51cf19f"">",F01DSLNNZD2,MaxJoy sensoricArt,image
